"X","Lon.mean","Lon.sd","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.mean","Lat.sd","Lat.50.","Lat.2.5.","Lat.97.5.","time","rise","mig","site","id","state","dist.breed","winter","Lon.mean.t","vwnd.surface","uwnd.surface","wnd.speed.surface"
1,-145.5,0,-145.5,-145.5,-145.5,65.5,0,65.5,65.5,65.5,2009-07-29 09:07:32,FALSE,"stay",NA,1,"stopping",5.46299320061506,FALSE,-145.5,9999,9999,9999
2,-145.509106859626,0.156292791788962,-145.507284075757,-145.821789769502,-145.209586727205,64.3319593755114,0.00480867068571841,64.3334455803475,64.3190064764726,64.336574622019,2009-07-29 10:21:58,TRUE,"stay",NA,2,"stopping",129.08341441425,FALSE,-145.509106859626,9999,9999,9999
3,-148.496803135447,2.2026880500095,-148.226201714035,-153.43306477454,-144.461596145996,63.712121923249,0.248739996567055,63.6666162842622,63.3616563773505,64.2558199060415,2009-07-30 08:42:28,FALSE,"mig",0,3,"migrating",247.765009940541,FALSE,-148.496803135447,2.71470803038486,4.33554299016876,5.11532723389594
4,-148.496176542676,2.20315646174404,-148.223973584988,-153.432653006396,-144.471877057854,63.714119000211,0.248349170760241,63.6664622623921,63.3667519251951,64.255664465459,2009-07-30 11:12:43,TRUE,"stay",1,4,"stopping",247.565904793915,FALSE,-148.496176542676,9999,9999,9999
5,-146.810633128979,1.71318273929955,-146.877870327307,-150.53582788762,-142.821102638421,62.1704797077129,0.350606775730446,62.0789302701966,61.6927665608094,62.9288437838527,2009-07-31 07:58:43,FALSE,"stay",1,5,"stopping",376.453128255278,FALSE,-146.810633128979,2.8990979281373,-1.72664932476552,3.37432759044572
6,-146.809029647559,1.71504238474067,-146.882042459418,-150.519739542924,-142.83338911377,62.1711633557186,0.350093040498521,62.0761133489923,61.6930241091721,62.9292865659568,2009-07-31 11:49:51,TRUE,"stay",1,6,"stopping",376.363466590309,FALSE,-146.809029647559,9999,9999,9999
7,-143.980935173918,1.66997685971784,-143.821846800266,-147.991099591599,-140.905928428909,62.5366449483872,0.357913233130576,62.4718592237738,62.0431891659091,63.4398157005748,2009-08-01 07:46:51,FALSE,"stay",1,7,"departing",336.141708211744,FALSE,-143.980935173918,-0.721579776713502,4.70877920529245,4.76374631759044
8,-143.979989608024,1.66920605699258,-143.810867305144,-147.988437707311,-140.861812649522,62.5369628659879,0.358131849852217,62.4718414672265,62.0373233454003,63.4424869703256,2009-08-01 11:35:50,TRUE,"stay",1,8,"stopping",336.116369717817,FALSE,-143.979989608024,9999,9999,9999
9,-143.606790015991,2.61180879155475,-142.776535617165,-150.762851871978,-140.623831573046,63.5380135430884,0.477134133250724,63.397158268136,62.9480997159768,64.7308751490217,2009-08-02 07:52:17,FALSE,"mig",0,9,"migrating",233.61121134881,FALSE,-143.606790015991,-0.988086198822368,0.809918464205358,1.27760802085929
10,-143.608736307589,2.61238024153793,-142.782644317802,-150.752666757191,-140.610512998444,63.5379199689337,0.477788748508079,63.3993460007701,62.9459520403121,64.7319759739777,2009-08-02 11:19:03,TRUE,"mig",0,10,"migrating",233.586856583011,FALSE,-143.608736307589,9999,9999,9999
