"X","Lon.mean","Lon.sd","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.mean","Lat.sd","Lat.50.","Lat.2.5.","Lat.97.5.","time","rise","mig","site","id","state","dist.breed","winter","Lon.mean.t","vwnd.surface","uwnd.surface","wnd.speed.surface"
66,-189.030907358968,3.42233671172358,-188.123211354352,-196.287378563138,-183.375377430097,66.8349588003486,1.36416844915008,66.6176848355665,64.7427244173134,69.4740543347674,2009-09-03 16:14:13,TRUE,"stay",2,66,"stopping",1934.11400723008,FALSE,170.969092641032,9999,9999,9999
67,-190.09128196739,1.34251429049232,-190.055167156158,-192.928344734278,-187.214753657902,67.9565684566538,0.53798909477751,67.8744065692521,67.1418868671903,69.2318086756779,2009-09-04 09:07:44,FALSE,"stay",2,67,"departing",1946.58474010849,FALSE,169.90871803261,9.62066577103929,3.42704944060035,10.2128290765275
68,-190.080095435973,1.34837029224293,-190.044350054019,-192.893214979352,-187.203553144777,67.9558281874701,0.538627187625127,67.8779220052567,67.1400044553718,69.2404288063295,2009-09-04 16:11:54,TRUE,"stay",2,68,"stopping",1946.14727829816,FALSE,169.919904564027,9999,9999,9999
69,-193.493447474466,1.83415740020146,-193.395545887002,-197.475115761944,-189.461100241401,67.2999521461712,0.796366924575841,67.1749660831426,66.0884799009895,68.9785324354849,2009-09-05 09:07:21,FALSE,"mig",0,69,"migrating",2105.28838886129,FALSE,166.506552525534,-5.45065886554495,2.11779163232215,5.84762545538592
70,-193.489917608817,1.83830347090551,-193.400402582498,-197.460907936721,-189.465604165605,67.2971580258093,0.798424741796599,67.1715986932357,66.0701749631246,68.9776511871097,2009-09-05 16:36:19,TRUE,"mig",0,70,"migrating",2105.23556154126,FALSE,166.510082391183,9999,9999,9999
71,-201.285377563128,2.57106833431446,-201.634493362907,-205.825969770558,-195.153723245152,65.257730167255,1.43844013641583,65.1645839838564,62.9255568857793,68.4256250415501,2009-09-06 09:18:10,FALSE,"mig",0,71,"migrating",2514.41615374718,FALSE,158.714622436872,-2.35210274662455,-1.26467938681268,2.67054325598887
72,-201.290587206025,2.57203163117951,-201.659385132308,-205.803460852928,-195.127929567172,65.2589874425926,1.44060458146626,65.1725765250564,62.9228546782984,68.4396930007498,2009-09-06 17:33:00,TRUE,"mig",0,72,"migrating",2514.57219010066,FALSE,158.709412793975,9999,9999,9999
73,-208.222898967204,2.32339429458937,-208.285205159867,-212.266861929388,-202.810611315416,66.4701829106724,1.35839026645465,66.2599694324027,64.5919455535156,69.5850002288925,2009-09-07 09:48:57,FALSE,"mig",0,73,"migrating",2736.50186794021,FALSE,151.777101032796,2.6467877024456,-3.9074682292728,4.71951195618716
74,-208.226588476213,2.32635438484774,-208.291326300237,-212.281429290493,-202.780438033911,66.4708231678636,1.35974259271307,66.2662652905323,64.589606225706,69.5674463731536,2009-09-07 17:52:07,TRUE,"mig",0,74,"migrating",2736.61541086117,FALSE,151.773411523787,9999,9999,9999
75,-216.039041331282,2.41403196911502,-215.659566035487,-220.97594247676,-211.569439924466,66.5619436508228,1.39530404269039,66.4747345757776,64.2498286962845,69.2287515881806,2009-09-08 10:09:09,FALSE,"mig",0,75,"migrating",3035.09479646119,FALSE,143.960958668718,0.798529687792361,1.23120864860679,1.46748914772475
76,-216.038644476148,2.42248016436548,-215.673634464223,-220.988212608813,-211.534324832456,66.561458789573,1.39770862714629,66.4760993983856,64.2302373875692,69.2426467007477,2009-09-08 18:23:51,TRUE,"mig",0,76,"migrating",3035.10763773854,FALSE,143.961355523852,9999,9999,9999
77,-226.034905174704,2.4531501601147,-225.595820938628,-231.673434189369,-222.106250721358,65.0048705018713,1.5787859144181,64.7202600936157,62.5115369099086,68.4039902960008,2009-09-09 10:36:36,FALSE,"mig",0,77,"migrating",3509.53196097871,FALSE,133.965094825296,5.39138112998567,2.07660052028299,5.77747870697982
78,-226.040476729269,2.45578184310386,-225.629333195409,-231.605777962355,-222.049972224874,65.0048389022532,1.57953568028911,64.7221474982576,62.5126076893341,68.3872508108473,2009-09-09 19:16:01,TRUE,"mig",0,78,"migrating",3509.74027591773,FALSE,133.959523270731,9999,9999,9999
79,-228.925402356803,2.76004809783644,-228.696600169239,-234.50752462449,-223.597083175812,64.0713476706084,2.2664354448927,63.7191950530109,60.3074313778281,68.5372082467928,2009-09-10 10:38:05,FALSE,"mig",0,79,"migrating",3682.72469671273,FALSE,131.074597643197,-1.325252363459,4.17147186124166,4.37692486981266
80,-228.938086425148,2.75745272139704,-228.709575593661,-234.523125276131,-223.625546389556,64.0709204139464,2.26546669552267,63.7088342011165,60.323787557002,68.5138636496505,2009-09-10 19:40:22,TRUE,"mig",0,80,"migrating",3683.22424998675,FALSE,131.061913574852,9999,9999,9999
81,-234.935117004415,1.78603214494486,-235.031497667558,-238.454397043607,-231.063656919013,62.2435759097284,1.56871020523528,62.1910218612363,59.7657601880128,65.5171735752851,2009-09-11 11:02:24,FALSE,"stay",3,81,"stopping",4042.81462710374,FALSE,125.064882995585,-0.346077630770345,2.39171899137548,2.41662770410044
82,-234.938146723512,1.78297468471625,-235.043579313027,-238.438145504213,-231.078878517905,62.2426426409449,1.57001600717608,62.1937555009618,59.7595754017694,65.521425621349,2009-09-11 20:12:29,TRUE,"stay",3,82,"stopping",4042.9992423851,FALSE,125.061853276488,9999,9999,9999
83,-237.134837080263,1.55307824231311,-236.850368856106,-241.057142727418,-234.644045786027,62.0244565101499,1.96084165429186,61.5686631924214,59.2238756134555,66.3215726987488,2009-09-12 11:04:34,FALSE,"stay",3,83,"stopping",4140.08114489684,FALSE,122.865162919737,2.84077958216481,2.24874122445034,3.62310167246061
84,-237.128178645093,1.55525936857324,-236.843726737938,-240.986598167155,-234.607530571258,62.0224012120154,1.96323899713034,61.5765306615719,59.212975228573,66.327988238876,2009-09-12 20:21:45,TRUE,"stay",3,84,"stopping",4140.00794531639,FALSE,122.871821354907,9999,9999,9999
85,-240.306743789292,1.86824049960052,-239.989929966814,-244.643046623667,-237.249933059934,61.0636840084979,1.81421068840233,60.8222241019322,58.1512106892834,65.0844668445181,2009-09-13 11:08:09,FALSE,"stay",3,85,"departing",4332.77938218018,FALSE,119.693256210708,3.57559255719015,1.62127438584497,3.92598940004053
86,-240.311422013642,1.86485426063585,-240.004337292201,-244.620646774235,-237.229757054473,61.0629286906051,1.81403797337259,60.8241840417972,58.184743962842,65.098148295082,2009-09-13 20:39:48,TRUE,"mig",0,86,"migrating",4333.0091719993,FALSE,119.688577986358,9999,9999,9999
87,-240.369717459839,1.30781024697022,-240.503032050069,-242.856809710511,-237.356185037349,59.6441563207935,1.76401197527891,59.408354665703,56.8399732293879,63.577770942762,2009-09-14 11:07:47,FALSE,"mig",0,87,"migrating",4455.04536466583,FALSE,119.630282540161,-0.346720802732302,2.56874310059353,2.59203712008416
88,-240.373583302695,1.3082188525304,-240.516430668267,-242.866448326588,-237.36602708636,59.6428453866999,1.76523808675375,59.4099543846726,56.8259484631768,63.5814009691708,2009-09-14 20:49:07,TRUE,"mig",0,88,"migrating",4455.29748626233,FALSE,119.626416697305,9999,9999,9999
89,-244.309102395144,1.29596222763901,-244.317727679292,-247.102258806663,-241.701703931604,58.7375946968364,2.15962253762559,58.6801090134808,55.2176040980834,63.1583499790563,2009-09-15 11:17:43,FALSE,"mig",0,89,"migrating",4675.10984891888,FALSE,115.690897604856,-0.896916614316731,1.72944315809045,1.94818711886288
90,-244.306439248481,1.29553553947769,-244.302876472072,-247.085927734877,-241.692053620649,58.7376888739653,2.16144048898203,58.6824846248589,55.22590821844,63.1369713428385,2009-09-15 21:10:02,TRUE,"mig",0,90,"migrating",4675.00693656367,FALSE,115.693560751519,9999,9999,9999
